Store,Dept,Date,Weekly_Sales,IsHoliday
2,29,2012-09-14,5171.73,False
2,30,2012-09-14,3377.26,False
2,31,2012-09-14,2756.99,False
2,32,2012-09-14,8828.85,False
2,33,2012-09-14,3469.06,False
2,34,2012-09-14,13463.6,False
2,35,2012-09-14,1823.36,False
2,36,2012-09-14,962.4,False
2,37,2012-09-14,4461.58,False
2,38,2012-09-14,68752.24,False
2,40,2012-09-14,81225.28,False
2,41,2012-09-14,3306.36,False
2,42,2012-09-14,8264.65,False
2,44,2012-09-14,7450.22,False
2,46,2012-09-14,27482.17,False
2,48,2012-09-14,897.0,False
2,49,2012-09-14,18494.27,False
2,52,2012-09-14,3654.19,False
2,54,2012-09-14,38.92,False
2,55,2012-09-14,7676.39,False
2,56,2012-09-14,1419.88,False
2,58,2012-09-14,15425.0,False
2,59,2012-09-14,435.51,False
2,60,2012-09-14,270.0,False
2,67,2012-09-14,9588.39,False
2,71,2012-09-14,4495.51,False
2,72,2012-09-14,68694.92,False
2,74,2012-09-14,14724.8,False
2,79,2012-09-14,28853.25,False
2,80,2012-09-14,25811.35,False
2,81,2012-09-14,31338.3,False
2,82,2012-09-14,24857.24,False
2,83,2012-09-14,5626.73,False
2,85,2012-09-14,2604.3,False
2,87,2012-09-14,22045.74,False
2,90,2012-09-14,102206.83,False
2,91,2012-09-14,81943.56,False
2,92,2012-09-14,179419.94,False
2,93,2012-09-14,81530.16,False
2,94,2012-09-14,71138.45,False
2,95,2012-09-14,151208.59,False
2,96,2012-09-14,33617.51,False
2,97,2012-09-14,44030.55,False
2,98,2012-09-14,13109.24,False
2,99,2012-09-14,0.06,False
2,1,2012-09-21,26303.04,False
2,2,2012-09-21,66350.75,False
2,3,2012-09-21,12237.04,False
2,4,2012-09-21,43268.67,False
2,5,2012-09-21,26693.63,False
2,6,2012-09-21,6288.61,False
2,7,2012-09-21,43132.5,False
2,8,2012-09-21,58275.75,False
2,9,2012-09-21,36253.12,False
2,10,2012-09-21,34731.68,False
2,11,2012-09-21,16835.55,False
2,12,2012-09-21,7626.51,False
2,13,2012-09-21,45159.15,False
2,14,2012-09-21,18745.59,False
2,16,2012-09-21,11361.67,False
2,17,2012-09-21,13248.59,False
2,18,2012-09-21,7678.69,False
2,19,2012-09-21,3776.77,False
2,20,2012-09-21,4515.17,False
2,21,2012-09-21,7709.25,False
2,22,2012-09-21,12869.42,False
2,23,2012-09-21,19813.34,False
2,24,2012-09-21,5059.15,False
2,25,2012-09-21,12410.97,False
2,26,2012-09-21,9990.41,False
2,27,2012-09-21,1304.67,False
2,28,2012-09-21,498.39,False
2,29,2012-09-21,5379.34,False
2,30,2012-09-21,4357.42,False
2,31,2012-09-21,2504.0,False
2,32,2012-09-21,9328.57,False
2,33,2012-09-21,4982.29,False
2,34,2012-09-21,17210.3,False
2,35,2012-09-21,2629.73,False
2,36,2012-09-21,1056.12,False
2,37,2012-09-21,4269.61,False
2,38,2012-09-21,68481.44,False
2,40,2012-09-21,81480.97,False
2,41,2012-09-21,3185.56,False
2,42,2012-09-21,7973.31,False
2,44,2012-09-21,10640.66,False
2,46,2012-09-21,27707.32,False
2,48,2012-09-21,5071.0,False
2,49,2012-09-21,17009.34,False
2,52,2012-09-21,4232.97,False
2,54,2012-09-21,29.0,False
2,55,2012-09-21,9102.17,False
2,56,2012-09-21,2423.17,False
2,58,2012-09-21,16070.0,False
2,59,2012-09-21,366.96,False
2,60,2012-09-21,396.0,False
2,67,2012-09-21,9991.17,False
2,71,2012-09-21,4787.86,False
2,72,2012-09-21,82465.63,False
2,74,2012-09-21,15045.63,False
2,79,2012-09-21,29511.22,False
2,80,2012-09-21,23879.68,False
2,81,2012-09-21,30042.62,False
2,82,2012-09-21,24128.29,False
2,83,2012-09-21,5052.04,False
2,85,2012-09-21,2399.12,False
2,87,2012-09-21,21220.28,False
2,90,2012-09-21,96837.83,False
2,91,2012-09-21,78540.21,False
2,92,2012-09-21,169646.36,False
2,93,2012-09-21,71229.3,False
2,94,2012-09-21,71351.89,False
2,95,2012-09-21,145469.62,False
2,96,2012-09-21,34226.3,False
2,97,2012-09-21,41377.07,False
2,98,2012-09-21,14188.22,False
2,1,2012-09-28,27159.07,False
2,2,2012-09-28,61500.04,False
2,3,2012-09-28,12693.54,False
2,4,2012-09-28,42846.96,False
2,5,2012-09-28,31205.06,False
2,6,2012-09-28,5130.01,False
2,7,2012-09-28,39330.13,False
2,8,2012-09-28,57424.0,False
2,9,2012-09-28,34771.23,False
2,10,2012-09-28,37104.67,False
2,11,2012-09-28,16867.42,False
2,12,2012-09-28,8029.62,False
2,13,2012-09-28,44953.35,False
2,14,2012-09-28,14039.31,False
2,16,2012-09-28,10878.34,False
2,17,2012-09-28,11926.62,False
2,18,2012-09-28,10341.89,False
2,19,2012-09-28,3094.42,False
2,20,2012-09-28,4003.31,False
2,21,2012-09-28,7547.16,False
2,22,2012-09-28,10296.29,False
2,23,2012-09-28,16752.99,False
2,24,2012-09-28,5942.96,False
2,25,2012-09-28,11893.45,False
2,26,2012-09-28,6520.65,False
2,27,2012-09-28,1306.66,False
2,28,2012-09-28,522.94,False
2,29,2012-09-28,5609.07,False
2,30,2012-09-28,3307.9,False
2,31,2012-09-28,2337.28,False
2,32,2012-09-28,8172.35,False
2,33,2012-09-28,3782.04,False
2,34,2012-09-28,13011.81,False
2,35,2012-09-28,2091.28,False
2,36,2012-09-28,421.64,False
2,37,2012-09-28,5202.93,False
2,38,2012-09-28,60410.33,False
2,40,2012-09-28,79305.26,False
2,41,2012-09-28,3096.15,False
2,42,2012-09-28,9083.51,False
2,44,2012-09-28,9796.24,False
2,45,2012-09-28,20.94,False
2,46,2012-09-28,24041.3,False
2,48,2012-09-28,1502.0,False
2,49,2012-09-28,16935.69,False
2,52,2012-09-28,4138.52,False
2,54,2012-09-28,22.88,False
2,55,2012-09-28,8645.04,False
2,56,2012-09-28,2922.61,False
2,58,2012-09-28,14055.0,False
2,59,2012-09-28,404.98,False
2,60,2012-09-28,333.0,False
2,67,2012-09-28,9411.81,False
2,71,2012-09-28,3276.02,False
2,72,2012-09-28,70755.16,False
2,74,2012-09-28,14635.77,False
2,79,2012-09-28,28884.9,False
2,80,2012-09-28,25346.01,False
2,81,2012-09-28,28829.75,False
2,82,2012-09-28,22708.62,False
2,83,2012-09-28,4783.33,False
2,85,2012-09-28,2256.62,False
2,87,2012-09-28,21643.29,False
2,90,2012-09-28,96590.03,False
2,91,2012-09-28,75325.66,False
2,92,2012-09-28,159369.52,False
2,93,2012-09-28,67980.56,False
2,94,2012-09-28,68920.29,False
2,95,2012-09-28,144370.82,False
2,96,2012-09-28,36515.56,False
2,97,2012-09-28,38863.49,False
2,98,2012-09-28,13271.51,False
2,1,2012-10-05,30789.27,False
2,2,2012-10-05,67497.08,False
2,3,2012-10-05,12011.64,False
2,4,2012-10-05,47631.56,False
2,5,2012-10-05,29039.55,False
2,6,2012-10-05,4503.69,False
2,7,2012-10-05,34141.39,False
2,8,2012-10-05,62955.51,False
2,9,2012-10-05,34945.8,False
2,10,2012-10-05,36361.28,False
2,11,2012-10-05,19152.2,False
2,12,2012-10-05,7107.15,False
2,13,2012-10-05,50442.51,False
2,14,2012-10-05,19510.9,False
2,16,2012-10-05,7781.04,False
2,17,2012-10-05,13752.23,False
2,18,2012-10-05,13504.84,False
2,19,2012-10-05,4099.12,False
2,20,2012-10-05,5288.22,False
2,21,2012-10-05,9091.03,False
2,22,2012-10-05,13876.22,False
2,23,2012-10-05,23322.7,False
2,24,2012-10-05,7536.29,False
2,25,2012-10-05,16415.05,False
2,26,2012-10-05,9979.28,False
2,27,2012-10-05,1892.54,False
2,28,2012-10-05,736.0,False
2,29,2012-10-05,6221.06,False
2,30,2012-10-05,3697.52,False
2,31,2012-10-05,4373.06,False
2,32,2012-10-05,7212.11,False
2,33,2012-10-05,6031.86,False
2,34,2012-10-05,18340.02,False
2,35,2012-10-05,2997.41,False
2,36,2012-10-05,1317.78,False
2,37,2012-10-05,5546.2,False
2,38,2012-10-05,76287.15,False
2,40,2012-10-05,82468.01,False
2,41,2012-10-05,3534.87,False
2,42,2012-10-05,8530.26,False
2,44,2012-10-05,10100.17,False
2,46,2012-10-05,27470.26,False
2,48,2012-10-05,3348.0,False
2,49,2012-10-05,15199.76,False
2,52,2012-10-05,3905.84,False
2,54,2012-10-05,42.92,False
2,55,2012-10-05,9109.86,False
2,56,2012-10-05,2607.61,False
2,58,2012-10-05,41460.0,False
2,59,2012-10-05,350.03,False
2,60,2012-10-05,288.0,False
2,67,2012-10-05,10454.23,False
2,71,2012-10-05,3951.15,False
2,72,2012-10-05,76706.02,False
2,74,2012-10-05,16291.94,False
2,79,2012-10-05,41127.05,False
2,80,2012-10-05,26186.92,False
2,81,2012-10-05,30915.34,False
2,82,2012-10-05,25024.86,False
